"study_id","study_type","author_id","first_name","last_name","author_order","n_authors"
"ml1.8","r","author.724","Justin","Storbeck",,51
"ml1.8","r","author.733","Konrad","Bocian",,51
"ml1.8","r","author.737","Lacy E.","Krueger",,51
"ml1.8","r","author.740","Leigh Ann","Vaughn",,51
"ml1.8","r","author.744","Lyn M.","Van Swol",,51
"ml1.8","r","author.753","Marek A.","Vranka",,51
"ml1.8","r","author.760","Matthew","Eisner",,51
"ml1.8","r","author.764","Melissa-Sue","John",,51
"ml1.8","r","author.768","Michael J.","Bernstein",,51
"ml1.8","r","author.777","Natalia","Frankowska",,51
"ml1.8","r","author.794","Reginald B.","Adams",,51
"ml1.8","r","author.795","Richard A.","Klein",,51
"ml1.8","r","author.800","Robert W.","Smith",,51
"ml1.8","r","author.802","Robyn K.","Mallett",,51
"ml1.8","r","author.804","Ronaldo","Pilati",,51
"ml1.8","r","author.807","S. Jane","Hunt",,51
"ml1.8","r","author.814","_t_pán","Bahník",,51
"ml1.8","r","author.819","Thierry","Devos",,51
"ml1.8","r","author.823","Troy G.","Steiner",,51
"ml1.8","r","author.827","Wendy L.","Morris",,51
"ml1.8","r","author.832","Winnee","Cheong",,51
"ml1.8","r","author.836","Zeynep","Cemalcilar",,51
"ml1.9","r","author.173","Hans","Ijzerman",,51
"ml1.9","r","author.270","Brian A.","Nosek",,51
"ml1.9","r","author.435","Mark J.","Brandt",,51
"ml1.9","r","author.436","Anna E.","Van'T Veer",,51
"ml1.9","r","author.467","Carmel A.","Levitan",,51
"ml1.9","r","author.474","Jeanine L.","Skorinko",,51
"ml1.9","r","author.489","Jennifer A.","Joy-Gaba",,51
"ml1.9","r","author.499","Fred","Hasselman",,51
"ml1.9","r","author.532","Heather","Barry Kappes",,51
"ml1.9","r","author.55","Jesse J.","Chandler",,51
"ml1.9","r","author.554","Michelangelo","Vianello",,51
"ml1.9","r","author.598","Kate A.","Ratliff",,51
"ml1.9","r","author.599","Elisa Maria","Galliani",,51
"ml1.9","r","author.612","Kathleen","Schmidt",,51
"ml1.9","r","author.614","Aaron L.","Wichman",,51
"ml1.9","r","author.616","Abraham M.","Rutchick",,51
"ml1.9","r","author.634","Anthony J.","Nelson",,51
"ml1.9","r","author.640","Beach","Brooks",,51
"ml1.9","r","author.655","Claudia Chloe","Brumbaugh",,51
"ml1.9","r","author.662","David","Furrow",,51
"ml1.9","r","author.668","Donna","Thompson",,51
"ml1.9","r","author.687","Grant","Packard",,51
"ml1.9","r","author.699","Jaime L.","Kurtz",,51
"ml1.9","r","author.701","James F.","Hovermale",,51
"ml1.9","r","author.704","Jason A.","Nier",,51
"ml1.9","r","author.705","Jeffrey R.","Huntsinger",,51
"ml1.9","r","author.721","Joshua A.","Hicks",,51
"ml1.9","r","author.723","Julie A.","Woodzicka",,51
"ml1.9","r","author.724","Justin","Storbeck",,51
"ml1.9","r","author.733","Konrad","Bocian",,51
"ml1.9","r","author.737","Lacy E.","Krueger",,51
"ml1.9","r","author.740","Leigh Ann","Vaughn",,51
"ml1.9","r","author.744","Lyn M.","Van Swol",,51
"ml1.9","r","author.753","Marek A.","Vranka",,51
"ml1.9","r","author.760","Matthew","Eisner",,51
"ml1.9","r","author.764","Melissa-Sue","John",,51
"ml1.9","r","author.768","Michael J.","Bernstein",,51
"ml1.9","r","author.777","Natalia","Frankowska",,51
"ml1.9","r","author.794","Reginald B.","Adams",,51
"ml1.9","r","author.795","Richard A.","Klein",,51
"ml1.9","r","author.800","Robert W.","Smith",,51
"ml1.9","r","author.802","Robyn K.","Mallett",,51
"ml1.9","r","author.804","Ronaldo","Pilati",,51
"ml1.9","r","author.807","S. Jane","Hunt",,51
"ml1.9","r","author.814","_t_pán","Bahník",,51
"ml1.9","r","author.819","Thierry","Devos",,51
"ml1.9","r","author.823","Troy G.","Steiner",,51
"ml1.9","r","author.827","Wendy L.","Morris",,51
"ml1.9","r","author.832","Winnee","Cheong",,51
"ml1.9","r","author.836","Zeynep","Cemalcilar",,51
"ml2.1","r","author.125","Steffen R.","Giessner",,187
"ml2.1","r","author.132","Jesse","Graham",,187
"ml2.1","r","author.173","Hans","Ijzerman",,187
"ml2.1","r","author.175","Yoel","Inbar",,187
"ml2.1","r","author.213","Daniël","Lakens",,187
"ml2.1","r","author.270","Brian A.","Nosek",,187
"ml2.1","r","author.398","Liane","Young",,187
"ml2.1","r","author.435","Mark J.","Brandt",,187
"ml2.1","r","author.436","Anna","van 't Veer",,187
"ml2.1","r","author.438","Alejandro","Vásquez Echeverría",,187
"ml2.1","r","author.46","Fiery","Cushman",,187
"ml2.1","r","author.467","Carmel A.","Levitan",,187
"ml2.1","r","author.474","Jeanine L.","Skorinko",,187
"ml2.1","r","author.489","Jennifer A.","Joy-Gaba",,187
"ml2.1","r","author.494","Manuela","Thomae",,187
"ml2.1","r","author.495","Michael","Wood",,187
"ml2.1","r","author.499","Fred","Hasselman",,187
"ml2.1","r","author.509","Goran","Knezevic",,187
"ml2.1","r","author.526","Marije","van der Hulst",,187
"ml2.1","r","author.532","Heather","Barry Kappes",,187
"ml2.1","r","author.55","Jesse J.","Chandler",,187
"ml2.1","r","author.554","Michelangelo","Vianello",,187
"ml2.1","r","author.559","Mark","Verschoor",,187
"ml2.1","r","author.599","Elisa Maria","Galliani",,187
"ml2.1","r","author.612","Kathleen","Schmidt",,187
"ml2.1","r","author.614","Aaron L.","Wichman",,187
"ml2.1","r","author.615","Aaron","Ocampo",,187
"ml2.1","r","author.616","Abraham M.","Rutchick",,187
"ml2.1","r","author.617","Adrienn","Ujhelyi",,187
"ml2.1","r","author.618","Agata","Sobkow",,187
"ml2.1","r","author.621","Alex","English",,187
"ml2.1","r","author.622","Alexander","Saeri",,187
"ml2.1","r","author.623","Alexandra","Vázquez",,187
"ml2.1","r","author.625","Andrew","Tang",,187
"ml2.1","r","author.626","Andriy","Myachykov",,187
"ml2.1","r","author.627","Ángel","Gómez",,187
"ml2.1","r","author.628","Angela","Maitner",,187
"ml2.1","r","author.629","Anja","Eller",,187
"ml2.1","r","author.630","Anna","Cabak-Redei",,187
"ml2.1","r","author.631","Anna","Dalla Rosa",,187
"ml2.1","r","author.632","Anna","Kende",,187
"ml2.1","r","author.634","Anthony J.","Nelson",,187
"ml2.1","r","author.635","Armand","Chatard",,187
"ml2.1","r","author.639","Austin Lee","Nichols",,187
"ml2.1","r","author.641","Boban","Petrovic",,187
"ml2.1","r","author.642","Brad","Pinter",,187
"ml2.1","r","author.644","Brian","Collisson",,187
"ml2.1","r","author.645","Byron","Adams",,187
"ml2.1","r","author.646","Canay","Do_ulu",,187
"ml2.1","r","author.647","Carolyn","Finck",,187
"ml2.1","r","author.648","Carrie","Kovacs",,187
"ml2.1","r","author.649","Catherine","Verniers",,187
"ml2.1","r","author.650","Charles R.","Ebersole",,187
"ml2.1","r","author.651","Cheryl","Carmichael",,187
"ml2.1","r","author.652","Cheryl","Welch",,187
"ml2.1","r","author.653","Chris N. H.","Street",,187
"ml2.1","r","author.658","Daniel","Berry",,187
"ml2.1","r","author.661","David C.","Cicero",,187
"ml2.1","r","author.663","David Ricardo","Sirlopu Diaz",,187
"ml2.1","r","author.664","David","Torres",,187
"ml2.1","r","author.669","Elizabeth L.","Haines",,187
"ml2.1","r","author.671","Elsie Li","Chen",,187
"ml2.1","r","author.673","Erika","Salomon",,187
"ml2.1","r","author.674","Esther","Maassen",,187
"ml2.1","r","author.675","Eva E.","Chen",,187
"ml2.1","r","author.676","Eva G.T.","Green",,187
"ml2.1","r","author.677","Evans","Binan",,187
"ml2.1","r","author.678","Ewa","Szumowska",,187
"ml2.1","r","author.679","Fanny","Cambier",,187
"ml2.1","r","author.680","Félix","Neto",,187
"ml2.1","r","author.681","Felix","Schönbrodt",,187
"ml2.1","r","author.682","Fernando","Mena",,187
"ml2.1","r","author.683","Francisco","Ceric",,187
"ml2.1","r","author.684","Gábor","Orosz",,187
"ml2.1","r","author.685","German","Kurapov",,187
"ml2.1","r","author.687","Grant","Packard",,187
"ml2.1","r","author.689","Haruka","Oikawa",,187
"ml2.1","r","author.690","Haruna","Karick",,187
"ml2.1","r","author.692","Ho Phi","Huynh",,187
"ml2.1","r","author.693","Huajian","Cai",,187
"ml2.1","r","author.694","Ilker","Dalgar",,187
"ml2.1","r","author.695","Ingrid","Voermans",,187
"ml2.1","r","author.696","Ivan","Grahek",,187
"ml2.1","r","author.699","Jaime L.","Kurtz",,187
"ml2.1","r","author.700","Jakub","Traczyk",,187
"ml2.1","r","author.703","Janko","Medjedovic",,187
"ml2.1","r","author.705","Jeffrey R.","Huntsinger",,187
"ml2.1","r","author.706","Jen-Ho","Chang",,187
"ml2.1","r","author.707","Jennifer A.","Coleman",,187
"ml2.1","r","author.708","Jeroen","Stouten",,187
"ml2.1","r","author.712","John E.","Edlund",,187
"ml2.1","r","author.713","John G.","Conway",,187
"ml2.1","r","author.714","John M.","Zelenski",,187
"ml2.1","r","author.716","Jon E.","Grahe",,187
"ml2.1","r","author.718","Jordan R.","Axt",,187
"ml2.1","r","author.719","Jordan","Theriault",,187
"ml2.1","r","author.720","Josh","Tybur",,187
"ml2.1","r","author.721","Joshua A.","Hicks",,187
"ml2.1","r","author.722","Joshua C.","Gandi",,187
"ml2.1","r","author.723","Julie A.","Woodzicka",,187
"ml2.1","r","author.725","Kakul","Hai",,187
"ml2.1","r","author.726","Karin","Smolders",,187
"ml2.1","r","author.728","Katarzyna","Cantarero",,187
"ml2.1","r","author.729","Katherine S.","Corker",,187
"ml2.1","r","author.730","Kevin","Durrheim",,187
"ml2.1","r","author.731","Koen","Neijenhuijs",,187
"ml2.1","r","author.733","Konrad","Bocian",,187
"ml2.1","r","author.735","Kristin","Dukes",,187
"ml2.1","r","author.737","Lacy E.","Krueger",,187
"ml2.1","r","author.738","Leander","De Schutter",,187
"ml2.1","r","author.740","Leigh Ann","Vaughn",,187
"ml2.1","r","author.741","Lisa A.","Williams",,187
"ml2.1","r","author.508","Ljiljana B.","Lazarevic",,187
"ml2.1","r","author.743","Luis Diego","Vega Araya",,187
"ml2.1","r","author.745","Lysandra","Podesta",,187
"ml2.1","r","author.746","Maaike","de Bruijn",,187
"ml2.1","r","author.747","Maciej B.","Sekerdej",,187
"ml2.1","r","author.749","Ma_gorzata","Osowiecka",,187
"ml2.1","r","author.750","Manini","Srivastava",,187
"ml2.1","r","author.752","Marcel A.L.M.","van Assen",,187
"ml2.1","r","author.753","Marek A.","Vranka",,187
"ml2.1","r","author.754","Marie E.","Heffernan",,187
"ml2.1","r","author.755","Marieke","de Vries",,187
"ml2.1","r","author.757","Mark","Aveyard",,187
"ml2.1","r","author.758","Marta","Wro_ska",,187
"ml2.1","r","author.759","Masanori","Oikawa",,187
"ml2.1","r","author.761","Matthew","Haigh",,187
"ml2.1","r","author.764","Melissa-Sue","John",,187
"ml2.1","r","author.766","Michael A.","Smith",,187
"ml2.1","r","author.767","Michael","Hall",,187
"ml2.1","r","author.768","Michael J.","Bernstein",,187
"ml2.1","r","author.770","Miguel-Ángel","Freyre",,187
"ml2.1","r","author.771","Mihály","Berkics",,187
"ml2.1","r","author.772","Mike","Friedman",,187
"ml2.1","r","author.774","Monique M.H.","Pollmann",,187
"ml2.1","r","author.775","Morgan","Tear",,187
"ml2.1","r","author.777","Natalia","Frankowska",,187
"ml2.1","r","author.779","Neil","Lewis Jr.",,187
"ml2.1","r","author.780","Nerisa","Dozo",,187
"ml2.1","r","author.781","Nick","Neave",,187
"ml2.1","r","author.782","Nicolas","Kervyn",,187
"ml2.1","r","author.783","Norbert","Tanzer",,187
"ml2.1","r","author.784","Olga","Bialobrzeska",,187
"ml2.1","r","author.786","Oskar","Sundfelt",,187
"ml2.1","r","author.787","Patricio","Saavedra Morales",,187
"ml2.1","r","author.789","Paul G.","Curran",,187
"ml2.1","r","author.216","Paul","van Lange",,187
"ml2.1","r","author.791","Petr","Houdek",,187
"ml2.1","r","author.792","Phillip","Spachtholz",,187
"ml2.1","r","author.794","Reginald B.","Adams",,187
"ml2.1","r","author.795","Richard A.","Klein",,187
"ml2.1","r","author.797","Rishtee","Batra",,187
"ml2.1","r","author.798","Robbie C.M.","van Aert",,187
"ml2.1","r","author.799","Robert","Busching",,187
"ml2.1","r","author.801","Roberto","Gonzalez",,187
"ml2.1","r","author.802","Robyn K.","Mallett",,187
"ml2.1","r","author.803","Rolando","Pérez-Sánchez",,187
"ml2.1","r","author.804","Ronaldo","Pilati",,187
"ml2.1","r","author.805","Roza","Kamiloglu",,187
"ml2.1","r","author.808","Samuel","Lins",,187
"ml2.1","r","author.809","Satia","Marotta",,187
"ml2.1","r","author.810","Sean","Murphy",,187
"ml2.1","r","author.811","Serdar","Karabati",,187
"ml2.1","r","author.812","Sharon","Coen",,187
"ml2.1","r","author.813","Sinan","Alper",,187
"ml2.1","r","author.814","_t_pán","Bahník",,187
"ml2.1","r","author.815","Stephanie","Szeto",,187
"ml2.1","r","author.816","Susan L.","O’Donnell",,187
"ml2.1","r","author.817","Taciano L.","Milfont",,187
"ml2.1","r","author.818","Tanuka","Ghoshal",,187
"ml2.1","r","author.819","Thierry","Devos",,187
"ml2.1","r","author.820","Timo","Gnambs",,187
"ml2.1","r","author.822","Tripat","Gill",,187
"ml2.1","r","author.823","Troy G.","Steiner",,187
"ml2.1","r","author.824","Vanessa","Smith-Castro",,187
"ml2.1","r","author.825","Victor N.","Keller",,187
"ml2.1","r","author.826","Walter","Sowden",,187
"ml2.1","r","author.827","Wendy L.","Morris",,187
"ml2.1","r","author.829","Wiliam","Jiménez-Leal",,187
"ml2.1","r","author.830","William E.","Davis",,187
"ml2.1","r","author.831","Winfrida","Malingumu",,187
"ml2.1","r","author.832","Winnee","Cheong",,187
"ml2.1","r","author.833","Yarrow","Dunham",,187
"ml2.1","r","author.835","Zeng","Zhijia",,187
"ml2.1","r","author.836","Zeynep","Cemalcilar",,187
"ml2.1","r","author.837","Zubairu K.","Dagona",,187
"ml2.1","r","author.838","Åse H.","Innes-Ker",,187
"ml2.10","r","author.125","Steffen R.","Giessner",,187
"ml2.10","r","author.132","Jesse","Graham",,187
"ml2.10","r","author.173","Hans","Ijzerman",,187
"ml2.10","r","author.175","Yoel","Inbar",,187
"ml2.10","r","author.213","Daniël","Lakens",,187
"ml2.10","r","author.270","Brian A.","Nosek",,187
"ml2.10","r","author.398","Liane","Young",,187
"ml2.10","r","author.435","Mark J.","Brandt",,187
"ml2.10","r","author.436","Anna","van 't Veer",,187
"ml2.10","r","author.438","Alejandro","Vásquez Echeverría",,187
"ml2.10","r","author.46","Fiery","Cushman",,187
"ml2.10","r","author.467","Carmel A.","Levitan",,187
"ml2.10","r","author.474","Jeanine L.","Skorinko",,187
"ml2.10","r","author.489","Jennifer A.","Joy-Gaba",,187
"ml2.10","r","author.494","Manuela","Thomae",,187
"ml2.10","r","author.495","Michael","Wood",,187
"ml2.10","r","author.499","Fred","Hasselman",,187
"ml2.10","r","author.509","Goran","Knezevic",,187
"ml2.10","r","author.526","Marije","van der Hulst",,187
"ml2.10","r","author.532","Heather","Barry Kappes",,187
"ml2.10","r","author.55","Jesse J.","Chandler",,187
"ml2.10","r","author.554","Michelangelo","Vianello",,187
"ml2.10","r","author.559","Mark","Verschoor",,187
"ml2.10","r","author.599","Elisa Maria","Galliani",,187
"ml2.10","r","author.612","Kathleen","Schmidt",,187
"ml2.10","r","author.614","Aaron L.","Wichman",,187
"ml2.10","r","author.615","Aaron","Ocampo",,187
"ml2.10","r","author.616","Abraham M.","Rutchick",,187
"ml2.10","r","author.617","Adrienn","Ujhelyi",,187
"ml2.10","r","author.618","Agata","Sobkow",,187
"ml2.10","r","author.621","Alex","English",,187
"ml2.10","r","author.622","Alexander","Saeri",,187
"ml2.10","r","author.623","Alexandra","Vázquez",,187
"ml2.10","r","author.625","Andrew","Tang",,187
"ml2.10","r","author.626","Andriy","Myachykov",,187
"ml2.10","r","author.627","Ángel","Gómez",,187
"ml2.10","r","author.628","Angela","Maitner",,187
"ml2.10","r","author.629","Anja","Eller",,187
"ml2.10","r","author.630","Anna","Cabak-Redei",,187
"ml2.10","r","author.631","Anna","Dalla Rosa",,187
"ml2.10","r","author.632","Anna","Kende",,187
"ml2.10","r","author.634","Anthony J.","Nelson",,187
"ml2.10","r","author.635","Armand","Chatard",,187
"ml2.10","r","author.639","Austin Lee","Nichols",,187
"ml2.10","r","author.641","Boban","Petrovic",,187
"ml2.10","r","author.642","Brad","Pinter",,187
"ml2.10","r","author.644","Brian","Collisson",,187
"ml2.10","r","author.645","Byron","Adams",,187
"ml2.10","r","author.646","Canay","Do_ulu",,187
"ml2.10","r","author.647","Carolyn","Finck",,187
"ml2.10","r","author.648","Carrie","Kovacs",,187
"ml2.10","r","author.649","Catherine","Verniers",,187
"ml2.10","r","author.650","Charles R.","Ebersole",,187
"ml2.10","r","author.651","Cheryl","Carmichael",,187
"ml2.10","r","author.652","Cheryl","Welch",,187
"ml2.10","r","author.653","Chris N. H.","Street",,187
"ml2.10","r","author.658","Daniel","Berry",,187
"ml2.10","r","author.661","David C.","Cicero",,187
"ml2.10","r","author.663","David Ricardo","Sirlopu Diaz",,187
"ml2.10","r","author.664","David","Torres",,187
"ml2.10","r","author.669","Elizabeth L.","Haines",,187
"ml2.10","r","author.671","Elsie Li","Chen",,187
"ml2.10","r","author.673","Erika","Salomon",,187
"ml2.10","r","author.674","Esther","Maassen",,187
"ml2.10","r","author.675","Eva E.","Chen",,187
"ml2.10","r","author.676","Eva G.T.","Green",,187
"ml2.10","r","author.677","Evans","Binan",,187
"ml2.10","r","author.678","Ewa","Szumowska",,187
"ml2.10","r","author.679","Fanny","Cambier",,187
"ml2.10","r","author.680","Félix","Neto",,187
"ml2.10","r","author.681","Felix","Schönbrodt",,187
"ml2.10","r","author.682","Fernando","Mena",,187
"ml2.10","r","author.683","Francisco","Ceric",,187
"ml2.10","r","author.684","Gábor","Orosz",,187
"ml2.10","r","author.685","German","Kurapov",,187
"ml2.10","r","author.687","Grant","Packard",,187
"ml2.10","r","author.689","Haruka","Oikawa",,187
"ml2.10","r","author.690","Haruna","Karick",,187
"ml2.10","r","author.692","Ho Phi","Huynh",,187
"ml2.10","r","author.693","Huajian","Cai",,187
"ml2.10","r","author.694","Ilker","Dalgar",,187
"ml2.10","r","author.695","Ingrid","Voermans",,187
"ml2.10","r","author.696","Ivan","Grahek",,187
"ml2.10","r","author.699","Jaime L.","Kurtz",,187
"ml2.10","r","author.700","Jakub","Traczyk",,187
"ml2.10","r","author.703","Janko","Medjedovic",,187
"ml2.10","r","author.705","Jeffrey R.","Huntsinger",,187
"ml2.10","r","author.706","Jen-Ho","Chang",,187
"ml2.10","r","author.707","Jennifer A.","Coleman",,187
"ml2.10","r","author.708","Jeroen","Stouten",,187
"ml2.10","r","author.712","John E.","Edlund",,187
"ml2.10","r","author.713","John G.","Conway",,187
"ml2.10","r","author.714","John M.","Zelenski",,187
"ml2.10","r","author.716","Jon E.","Grahe",,187
"ml2.10","r","author.718","Jordan R.","Axt",,187
"ml2.10","r","author.719","Jordan","Theriault",,187
"ml2.10","r","author.720","Josh","Tybur",,187
"ml2.10","r","author.721","Joshua A.","Hicks",,187
"ml2.10","r","author.722","Joshua C.","Gandi",,187
"ml2.10","r","author.723","Julie A.","Woodzicka",,187
"ml2.10","r","author.725","Kakul","Hai",,187
"ml2.10","r","author.726","Karin","Smolders",,187
"ml2.10","r","author.728","Katarzyna","Cantarero",,187
"ml2.10","r","author.729","Katherine S.","Corker",,187
"ml2.10","r","author.730","Kevin","Durrheim",,187
"ml2.10","r","author.731","Koen","Neijenhuijs",,187
"ml2.10","r","author.733","Konrad","Bocian",,187
"ml2.10","r","author.735","Kristin","Dukes",,187
"ml2.10","r","author.737","Lacy E.","Krueger",,187
"ml2.10","r","author.738","Leander","De Schutter",,187
"ml2.10","r","author.740","Leigh Ann","Vaughn",,187
"ml2.10","r","author.741","Lisa A.","Williams",,187
"ml2.10","r","author.508","Ljiljana B.","Lazarevic",,187
"ml2.10","r","author.743","Luis Diego","Vega Araya",,187
"ml2.10","r","author.745","Lysandra","Podesta",,187
"ml2.10","r","author.746","Maaike","de Bruijn",,187
"ml2.10","r","author.747","Maciej B.","Sekerdej",,187
"ml2.10","r","author.749","Ma_gorzata","Osowiecka",,187
"ml2.10","r","author.750","Manini","Srivastava",,187
"ml2.10","r","author.752","Marcel A.L.M.","van Assen",,187
"ml2.10","r","author.753","Marek A.","Vranka",,187
"ml2.10","r","author.754","Marie E.","Heffernan",,187
"ml2.10","r","author.755","Marieke","de Vries",,187
"ml2.10","r","author.757","Mark","Aveyard",,187
"ml2.10","r","author.758","Marta","Wro_ska",,187
"ml2.10","r","author.759","Masanori","Oikawa",,187
"ml2.10","r","author.761","Matthew","Haigh",,187
"ml2.10","r","author.764","Melissa-Sue","John",,187
"ml2.10","r","author.766","Michael A.","Smith",,187
"ml2.10","r","author.767","Michael","Hall",,187
"ml2.10","r","author.768","Michael J.","Bernstein",,187
"ml2.10","r","author.770","Miguel-Ángel","Freyre",,187
"ml2.10","r","author.771","Mihály","Berkics",,187
"ml2.10","r","author.772","Mike","Friedman",,187
"ml2.10","r","author.774","Monique M.H.","Pollmann",,187
"ml2.10","r","author.775","Morgan","Tear",,187
"ml2.10","r","author.777","Natalia","Frankowska",,187
"ml2.10","r","author.779","Neil","Lewis Jr.",,187
"ml2.10","r","author.780","Nerisa","Dozo",,187
"ml2.10","r","author.781","Nick","Neave",,187
"ml2.10","r","author.782","Nicolas","Kervyn",,187
"ml2.10","r","author.783","Norbert","Tanzer",,187
"ml2.10","r","author.784","Olga","Bialobrzeska",,187
"ml2.10","r","author.786","Oskar","Sundfelt",,187
"ml2.10","r","author.787","Patricio","Saavedra Morales",,187
"ml2.10","r","author.789","Paul G.","Curran",,187
"ml2.10","r","author.216","Paul","van Lange",,187
"ml2.10","r","author.791","Petr","Houdek",,187
"ml2.10","r","author.792","Phillip","Spachtholz",,187
"ml2.10","r","author.794","Reginald B.","Adams",,187
"ml2.10","r","author.795","Richard A.","Klein",,187
"ml2.10","r","author.797","Rishtee","Batra",,187
"ml2.10","r","author.798","Robbie C.M.","van Aert",,187
"ml2.10","r","author.799","Robert","Busching",,187
"ml2.10","r","author.801","Roberto","Gonzalez",,187
"ml2.10","r","author.802","Robyn K.","Mallett",,187
"ml2.10","r","author.803","Rolando","Pérez-Sánchez",,187
"ml2.10","r","author.804","Ronaldo","Pilati",,187
"ml2.10","r","author.805","Roza","Kamiloglu",,187
"ml2.10","r","author.808","Samuel","Lins",,187
"ml2.10","r","author.809","Satia","Marotta",,187
"ml2.10","r","author.810","Sean","Murphy",,187
"ml2.10","r","author.811","Serdar","Karabati",,187
"ml2.10","r","author.812","Sharon","Coen",,187
"ml2.10","r","author.813","Sinan","Alper",,187
"ml2.10","r","author.814","_t_pán","Bahník",,187
"ml2.10","r","author.815","Stephanie","Szeto",,187
"ml2.10","r","author.816","Susan L.","O’Donnell",,187
"ml2.10","r","author.817","Taciano L.","Milfont",,187
"ml2.10","r","author.818","Tanuka","Ghoshal",,187
"ml2.10","r","author.819","Thierry","Devos",,187
"ml2.10","r","author.820","Timo","Gnambs",,187
"ml2.10","r","author.822","Tripat","Gill",,187
"ml2.10","r","author.823","Troy G.","Steiner",,187
"ml2.10","r","author.824","Vanessa","Smith-Castro",,187
"ml2.10","r","author.825","Victor N.","Keller",,187
"ml2.10","r","author.826","Walter","Sowden",,187
"ml2.10","r","author.827","Wendy L.","Morris",,187
"ml2.10","r","author.829","Wiliam","Jiménez-Leal",,187
"ml2.10","r","author.830","William E.","Davis",,187
"ml2.10","r","author.831","Winfrida","Malingumu",,187
"ml2.10","r","author.832","Winnee","Cheong",,187
"ml2.10","r","author.833","Yarrow","Dunham",,187
"ml2.10","r","author.835","Zeng","Zhijia",,187
"ml2.10","r","author.836","Zeynep","Cemalcilar",,187
"ml2.10","r","author.837","Zubairu K.","Dagona",,187
"ml2.10","r","author.838","Åse H.","Innes-Ker",,187
"ml2.11","r","author.125","Steffen R.","Giessner",,187
"ml2.11","r","author.132","Jesse","Graham",,187
"ml2.11","r","author.173","Hans","Ijzerman",,187
"ml2.11","r","author.175","Yoel","Inbar",,187
"ml2.11","r","author.213","Daniël","Lakens",,187
"ml2.11","r","author.270","Brian A.","Nosek",,187
"ml2.11","r","author.398","Liane","Young",,187
"ml2.11","r","author.435","Mark J.","Brandt",,187
"ml2.11","r","author.436","Anna","van 't Veer",,187
"ml2.11","r","author.438","Alejandro","Vásquez Echeverría",,187
"ml2.11","r","author.46","Fiery","Cushman",,187
"ml2.11","r","author.467","Carmel A.","Levitan",,187
"ml2.11","r","author.474","Jeanine L.","Skorinko",,187
"ml2.11","r","author.489","Jennifer A.","Joy-Gaba",,187
"ml2.11","r","author.494","Manuela","Thomae",,187
"ml2.11","r","author.495","Michael","Wood",,187
"ml2.11","r","author.499","Fred","Hasselman",,187
"ml2.11","r","author.509","Goran","Knezevic",,187
"ml2.11","r","author.526","Marije","van der Hulst",,187
"ml2.11","r","author.532","Heather","Barry Kappes",,187
"ml2.11","r","author.55","Jesse J.","Chandler",,187
"ml2.11","r","author.554","Michelangelo","Vianello",,187
"ml2.11","r","author.559","Mark","Verschoor",,187
"ml2.11","r","author.599","Elisa Maria","Galliani",,187
"ml2.11","r","author.612","Kathleen","Schmidt",,187
"ml2.11","r","author.614","Aaron L.","Wichman",,187
"ml2.11","r","author.615","Aaron","Ocampo",,187
"ml2.11","r","author.616","Abraham M.","Rutchick",,187
"ml2.11","r","author.617","Adrienn","Ujhelyi",,187
"ml2.11","r","author.618","Agata","Sobkow",,187
"ml2.11","r","author.621","Alex","English",,187
"ml2.11","r","author.622","Alexander","Saeri",,187
"ml2.11","r","author.623","Alexandra","Vázquez",,187
"ml2.11","r","author.625","Andrew","Tang",,187
"ml2.11","r","author.626","Andriy","Myachykov",,187
"ml2.11","r","author.627","Ángel","Gómez",,187
"ml2.11","r","author.628","Angela","Maitner",,187
"ml2.11","r","author.629","Anja","Eller",,187
"ml2.11","r","author.630","Anna","Cabak-Redei",,187
"ml2.11","r","author.631","Anna","Dalla Rosa",,187
"ml2.11","r","author.632","Anna","Kende",,187
"ml2.11","r","author.634","Anthony J.","Nelson",,187
"ml2.11","r","author.635","Armand","Chatard",,187
"ml2.11","r","author.639","Austin Lee","Nichols",,187
"ml2.11","r","author.641","Boban","Petrovic",,187
"ml2.11","r","author.642","Brad","Pinter",,187
"ml2.11","r","author.644","Brian","Collisson",,187
"ml2.11","r","author.645","Byron","Adams",,187
"ml2.11","r","author.646","Canay","Do_ulu",,187
"ml2.11","r","author.647","Carolyn","Finck",,187
"ml2.11","r","author.648","Carrie","Kovacs",,187
"ml2.11","r","author.649","Catherine","Verniers",,187
"ml2.11","r","author.650","Charles R.","Ebersole",,187
"ml2.11","r","author.651","Cheryl","Carmichael",,187
"ml2.11","r","author.652","Cheryl","Welch",,187
"ml2.11","r","author.653","Chris N. H.","Street",,187
"ml2.11","r","author.658","Daniel","Berry",,187
"ml2.11","r","author.661","David C.","Cicero",,187
"ml2.11","r","author.663","David Ricardo","Sirlopu Diaz",,187
"ml2.11","r","author.664","David","Torres",,187
"ml2.11","r","author.669","Elizabeth L.","Haines",,187
"ml2.11","r","author.671","Elsie Li","Chen",,187
"ml2.11","r","author.673","Erika","Salomon",,187
"ml2.11","r","author.674","Esther","Maassen",,187
"ml2.11","r","author.675","Eva E.","Chen",,187
"ml2.11","r","author.676","Eva G.T.","Green",,187
"ml2.11","r","author.677","Evans","Binan",,187
"ml2.11","r","author.678","Ewa","Szumowska",,187
"ml2.11","r","author.679","Fanny","Cambier",,187
"ml2.11","r","author.680","Félix","Neto",,187
"ml2.11","r","author.681","Felix","Schönbrodt",,187
